id,config,question,answer_reference,answer_text,is_abstained,answer_correctness_manual,grader_note
test_35,fixed_size,"Chương trình 'Cùng Vinamilk tích lũy điểm, vui xuân đón Tết' đã hỗ trợ tổng kinh phí bao nhiêu tiền cho các hộ nông dân?","Vinamilk đã hỗ trợ tổng cộng hơn 45,7 tỷ đồng cho 6.105 hộ trên tổng số 6.618 hộ dân đang bán sữa cho Vinamilk. Trung bình, mỗi hộ dân được nhận khoảng 7,5 triệu đồng.","Chương trình ""Cùng Vinamilk tích lũy điểm, vui xuân đón Tết"" đã hỗ trợ tổng cộng hơn 45,7 tỷ đồng cho các hộ nông dân.",False,full,"similarity=0.44, fact_overlap=0.25, cần verify chi tiết"
test_36,fixed_size,Hội nghị Ban Chấp hành Trung ương Đảng họp từ ngày 14 đến ngày 31/10/1930 tại Hương Cảng đã quyết định đổi tên Đảng là gì và bầu ai làm Tổng Bí thư?,"Từ ngày 14 đến ngày 31/10/1930, Hội nghị Ban Chấp hành Trung ương lần thứ nhất họp tại Hương Cảng (Trung Quốc), hội nghị đã đổi tên Đảng Cộng sản Việt nam thành Đảng Cộng sản Đông Dương. Hội nghị đã bầu đồng chí Trần Phú làm Tổng Bí thư và đã thông qua Luận cương chính trị tháng 10/1930, với những nội dung:",Hội nghị Ban Chấp hành Trung ương Đảng lần thứ nhất họp từ ngày 14 đến ngày 31/10/1930 tại Hương Cảng (Trung Quốc) đã quyết định đổi tên Đảng Cộng sản Việt Nam thành Đảng Cộng sản Đông Dương và bầu đồng chí Trần Phú làm Tổng Bí thư.,False,partial,"similarity=0.49, fact_overlap=0.75, cần verify chi tiết"
test_37,fixed_size,"Tháng 6 năm 1925, Nguyễn Ái Quốc đã thành lập tổ chức tiền thân nào của Đảng tại Quảng Châu và cơ quan ngôn luận của tổ chức này là tờ báo gì?","Về tổ chức, Nguyễn Ái Quốc thành lập Hội Việt Nam Cách mạng Thanh niên (6-1925) tại Quảng Châu (đây cũng là tổ chức tiền thân của Đảng Cộng sản Việt Nam sau này). Tổ chức gồm 5 cấp: trung ương bộ, kỳ bộ, tỉnh bộ, huyện bộ và chi bộ. Tổng bộ là cơ quan lãnh đạo cao nhất giữa hai kỳ đại hội. Hội ra tờ báo Thanh niên (số đầu tiên 21-6-1925) là cơ quan ngôn luận của Hội Việt Nam Cách mạng Thanh niên.","Tháng 6 năm 1925, Nguyễn Ái Quốc đã thành lập Hội Việt Nam Cách mạng Thanh niên tại Quảng Châu (đây là tổ chức tiền thân của Đảng Cộng sản Việt Nam). Cơ quan ngôn luận của Hội là tờ báo Thanh niên (số đầu tiên ra ngày 21-6-1925).",False,full,"similarity=0.39, fact_overlap=1.00 (cao)"
test_38,fixed_size,Bản dự thảo Đường lối cách mạng miền Nam tháng 8-1956 do ai soạn thảo và nêu rõ quan điểm gì về con đường cứu nước?,"Từ thực tiễn cuộc đấu tranh cách mạng của nhân dân miền Nam, tháng 8-1956, Lê Duẩn đã dự thảo Đường lối cách mạng miền Nam, nêu rõ chế độ thống trị của Mỹ - Diệm ở miền Nam là một chế độ độc tài, phát xít, hiếu chiến. Để chống đế quốc Mỹ và tay sai, nhân dân miền Nam chỉ có con đường cứu nước và tự cứu mình là con đường cách mạng. Ngoài con đường cách mạng không có một con đường khác.","Bản dự thảo Đường lối cách mạng miền Nam tháng 8-1956 do Lê Duẩn dự thảo. Bản dự thảo này nêu rõ chế độ thống trị của Mỹ - Diệm ở miền Nam là một chế độ độc tài, phát xít, hiếu chiến, và để chống đế quốc Mỹ và tay sai, nhân dân miền Nam chỉ có con đường cứu nước (thông tin cụ thể về vế sau của con đường cứu nước bị cắt cụt ở cuối đoạn [1] nên không đầy đủ 100%).",False,partial,"similarity=0.38, fact_overlap=0.50, cần verify chi tiết"
test_39,fixed_size,Chiến dịch Hồ Chí Minh lịch sử giải phóng Sài Gòn - Gia Định bắt đầu từ ngày nào và kết thúc thắng lợi vào thời điểm nào?,"Sau khi tạo thế và lực, chuẩn bị khẩn trương kế hoạch tác chiến chiến dịch, ngày 26-4-1975, Chiến dịch Hồ Chí Minh giải phóng Sài Gòn-Gia Định bắt đầu. Sau 4 ngày đêm tiến công dũng mãnh, vào lúc 11 giờ 30 phút ngày 30-4-1975, lá cờ chiến thắng đã được cắm trên dinh Độc Lập.",Chiến dịch Hồ Chí Minh giải phóng Sài Gòn - Gia Định bắt đầu từ ngày 26-4-1975 và kết thúc thắng lợi vào lúc 11 giờ 30 phút ngày 30-4-1975.,False,full,"similarity=0.53, fact_overlap=0.80, cần verify chi tiết"
test_40,fixed_size,"Theo Hiến pháp, Ủy ban thường vụ Quốc hội có quyền hạn gì khi Quốc hội không thể họp để tuyên bố tình trạng chiến tranh, và Chính phủ có trách nhiệm gì đối với Hội đồng dân tộc khi ban hành chính sách?","Ủy ban thường vụ Quốc hội có nhiệm vụ, quyền hạn: 'Quyết định việc tuyên bố tình trạng chiến tranh trong trường hợp Quốc hội không thể họp được và báo cáo Quốc hội quyết định tại kỳ họp gần nhất;'. Khi ban hành quy định thực hiện chính sách dân tộc: 'Khi ban hành quy định thực hiện chính sách dân tộc, Chính phủ phải lấy ý kiến của Hội đồng dân tộc.'.","Theo tài liệu, khi Quốc hội không thể họp, Ủy ban thường vụ Quốc hội có quyền quyết định tình trạng chiến tranh theo đề nghị của Hội đồng quốc phòng và an ninh [1], [8]. Đồng thời, khi Chính phủ ban hành quy định thực hiện chính sách dân tộc, Chính phủ phải lấy ý kiến của Hội đồng dân tộc [5], [6].",False,full,"similarity=0.45, fact_overlap=1.00 (cao)"
test_41,fixed_size,Chương trình thay thế nguồn năng lượng địa khai FO bằng CNG và Biomass trong năm 2014 đạt kết quả tổng thể như thế nào và chi phí thực hiện thay thế đèn Led tiết kiệm năng lượng tại các nhà máy là bao nhiêu?,"Chương trình thay thế nguồn năng lượng địa khai (FO) bằng nguồn năng lượng sạch (CNG và Biomass) được triển khai rộng rãi trong năm 2014 với kết quả 13/13 nhà máy đã chuyển đổi hoàn toàn sang sử dụng nguồn năng lượng mới. Chương trình thay thế đèn Led chiếu sáng nhằm tiết kiệm năng lượng trong năm 2014 đã triển khai ở 8 nhà máy còn lại với tổng chi phí 13,1 tỷ đồng.","Trong năm 2014, chương trình thay thế nguồn năng lượng địa khai (FO) bằng nguồn năng lượng sạch (CNG và Biomass) đã đạt kết quả là 13/13 nhà máy của Vinamilk đã chuyển đổi hoàn toàn sang sử dụng nguồn năng lượng mới này. Bên cạnh đó, tổng chi phí thực hiện chương trình thay thế đèn Led tiết kiệm năng lượng tại các nhà máy là 13,1 tỷ đồng (được triển khai ở 8 nhà máy còn lại trong năm 2014, hoàn tất tổng cộng tại 12 nhà máy).",False,full,"similarity=0.60, fact_overlap=1.00 (cao)"
test_42,fixed_size,Hội nghị lần thứ 11 và 12 của Ban Chấp hành Trung ương Đảng năm 1965 đã hạ quyết tâm chiến lược gì và mục tiêu chiến lược chống Mỹ cứu nước được xác định ra sao?,"Hạ quyết tâm chiến lược: 'Động viên lực lượng của cả nước, kiên quyết đánh bại cuộc chiến tranh xâm lược của đế quốc Mỹ trong bất cứ tình huống nào, để bảo vệ miền Bắc, giải phóng miền Nam, hoàn thành cách mạng dân tộc dân chủ nhân dân trong cả nước, tiến tới thực hiện hòa bình thống nhất nước nhà'. Mục tiêu chiến lược: 'Kiên quyết đánh bại cuộc chiến tranh xâm lược của đế quốc Mỹ trong bất kỳ tình huống nào, nhằm bảo vệ miền Bắc, giải phóng miền Nam, hoàn thành cách mạng dân tộc dân chủ nhân dân trong cả nước, tiến tới thực hiện hòa bình thống nhất nước nhà'.","```json
{
  ""answer"": ""Hội nghị lần thứ 11 (3-1965) và Hội nghị lần thứ 12 (12-1965) của Ban Chấp hành Trung ương Đảng đã hạ quyết tâm chiến lược: “Động viên lưc lượng cua cả nước, kiên quyết đánh bại cuộc chiến tranh xâm lược cua đế quốc Mỹ trong bất cứ tình huống nao, để bảo vê miền Bắc, giải phóng miền Nam, hoan thanh cách mạng dân tộc dân chu nhân dân trong cả nước, tiến tới thưc hiên hòa bình thống nhất nước nha” (hoặc ""Động viên lực lượng của cả nước, kiên quyết đánh bại cuộc chiến tranh xâm lược..."").\n\nMục tiêu chiến lược được xác định là: Kiên quyết đánh bại cuộc chiến tranh xâm lược của đế quốc Mỹ trong bất kỳ tình huống nào, nhằm bảo vệ miền Bắc, giải phóng miền Nam, hoàn thành cách mạng dân tộc dân chủ nhân dân trong cả nước, tiến tới hòa bình thống nhất Tổ quốc."",
  ""used_sources"": [2, 3, 4]
}
```",False,full,"similarity=0.40, fact_overlap=1.00 (cao)"
test_43,fixed_size,Hiến pháp quy định cụ thể mức thuế suất thuế giá trị gia tăng (VAT) đối với mặt hàng sữa tươi tiệt trùng là bao nhiêu phần trăm?,KHÔNG CÓ THÔNG TIN TRONG TÀI LIỆU,Không tìm thấy thông tin liên quan trong tài liệu.,True,abstain,hệ thống từ chối
test_44,fixed_size,Điều 70 của Hiến pháp quy định mức trần dư nợ công tối đa của Việt Nam không được vượt quá bao nhiêu phần trăm GDP?,KHÔNG CÓ THÔNG TIN TRONG TÀI LIỆU,Không tìm thấy thông tin liên quan trong tài liệu.,True,abstain,hệ thống từ chối
test_45,fixed_size,Doanh thu xuất khẩu chi tiết sang thị trường Vương quốc Anh của Vinamilk trong năm 2014 đạt bao nhiêu triệu USD?,KHÔNG CÓ THÔNG TIN TRONG TÀI LIỆU,Không tìm thấy thông tin trong tài liệu.,True,abstain,hệ thống từ chối
test_46,fixed_size,Thị phần sữa chua ăn và sữa nước của tập đoàn Dutch Lady (Cô Gái Hà Lan) tại thị trường Việt Nam năm 2014 là bao nhiêu phần trăm?,KHÔNG CÓ THÔNG TIN TRONG TÀI LIỆU,Không tìm thấy thông tin trong tài liệu.,True,abstain,hệ thống từ chối
test_47,fixed_size,Vinamilk cam kết đến năm 2030 sẽ đạt mức phát thải ròng bằng 0 (Net Zero) theo lộ trình cụ thể nào?,KHÔNG CÓ THÔNG TIN TRONG TÀI LIỆU,Không tìm thấy thông tin trong tài liệu.,True,abstain,hệ thống từ chối
test_48,fixed_size,Chi tiết diễn biến và các hiệp định thương mại tự do song phương được ký kết tại Đại hội đại biểu toàn quốc lần thứ VII của Đảng năm 1991 là gì?,KHÔNG CÓ THÔNG TIN TRONG TÀI LIỆU,Không tìm thấy thông tin liên quan trong tài liệu.,True,abstain,hệ thống từ chối
test_49,fixed_size,Số lượng các khẩu pháo phòng không 37mm cụ thể được trang bị cho từng trung đoàn phòng không trong chiến dịch Điện Biên Phủ 1954 là bao nhiêu?,KHÔNG CÓ THÔNG TIN TRONG TÀI LIỆU,Không tìm thấy thông tin liên quan trong tài liệu.,True,abstain,hệ thống từ chối
test_50,fixed_size,Số lượng xe tăng chiến đấu T-54 và T-55 cụ thể mà quân đội ta huy động trong chiến dịch Tây Nguyên tháng 3-1975 là bao nhiêu chiếc?,KHÔNG CÓ THÔNG TIN TRONG TÀI LIỆU,Không tìm thấy thông tin trong tài liệu.,True,abstain,hệ thống từ chối
test_01,longcontext,"Theo Điều 21 của Hiến pháp, mọi người có những quyền gì liên quan đến đời sống riêng tư, bí mật cá nhân, bí mật gia đình và thư tín?","Mọi người có quyền bất khả xâm phạm về đời sống riêng tư, bí mật cá nhân và bí mật gia đình, có quyền bảo vệ danh dự, uy tín của mình; thông tin về đời sống riêng tư được pháp luật bảo đảm an toàn. Mọi người cũng có quyền bí mật thư tín, điện thoại, điện tín và các hình thức trao đổi thông tin riêng tư khác; không ai được bóc mở, kiểm soát, thu giữ trái luật.","Theo Điều 21 của Hiến pháp, mọi người có các quyền sau đây liên quan đến đời sống riêng tư, bí mật cá nhân, bí mật gia đình và thư tín:

- Có quyền bất khả xâm phạm về đời sống riêng tư, bí mật cá nhân và bí mật gia đình; có quyền bảo vệ danh dự, uy tín của mình [Trang 7].
- Thông tin về đời sống riêng tư, bí mật cá nhân, bí mật gia đình được pháp luật bảo đảm an toàn [Trang 7].
- Có quyền bí mật thư tín, điện thoại, điện tín và các hình thức trao đổi thông tin riêng tư khác [Trang 7].",False,full,"similarity=0.69, fact_overlap=1.00 (cao)"
test_02,longcontext,"Theo Điều 33 và Điều 34 của Hiến pháp, công dân có những quyền gì về kinh doanh và an sinh xã hội?",Điều 33: Mọi người có quyền tự do kinh doanh trong những ngành nghề mà pháp luật không cấm. Điều 34: Công dân có quyền được bảo đảm an sinh xã hội.,"Theo Điều 33 và Điều 34 của Hiến pháp, công dân có những quyền sau:

- Mọi người có quyền tự do kinh doanh trong những ngành nghề mà pháp luật không cấm [Trang 9].
- Công dân có quyền được bảo đảm an sinh xã hội [Trang 9].",False,full,"similarity=0.76, fact_overlap=1.00 (cao)"
test_03,longcontext,"Theo Điều 61 của Hiến pháp, Nhà nước có những ưu tiên gì đối với giáo dục ở miền núi, hải đảo, vùng đồng bào dân tộc thiểu số, người khuyết tật và người nghèo?","Nhà nước ưu tiên phát triển giáo dục ở miền núi, hải đảo, vùng đồng bào dân tộc thiểu số và vùng có điều kiện kinh tế - xã hội đặc biệt khó khăn; ưu tiên sử dụng, phát triển nhân tài; tạo điều kiện để người khuyết tật và người nghèo được học văn hoá và học nghề.","Theo Điều 61 của Hiến pháp, Nhà nước có những ưu tiên sau đối với giáo dục ở miền núi, hải đảo, vùng đồng bào dân tộc thiểu số, người khuyết tật và người nghèo [Trang 13]:

- Nhà nước ưu tiên phát triển giáo dục ở miền núi, hải đảo, vùng đồng bào dân tộc thiểu số và vùng có điều kiện kinh tế - xã hội đặc biệt khó khăn [Trang 13].
- Tạo điều kiện để người khuyết tật và người nghèo được học văn hoá và học nghề [Trang 13].",False,full,"similarity=0.63, fact_overlap=1.00 (cao)"
test_04,longcontext,"Theo Điều 85 của Hiến pháp, luật và nghị quyết của Quốc hội cần được bao nhiêu đại biểu tán thành để thông qua trong trường hợp thông thường, và tỷ lệ này thay đổi thế nào khi làm Hiến pháp, sửa đổi Hiến pháp hoặc rút ngắn/kéo dài nhiệm kỳ Quốc hội?","Luật, nghị quyết của Quốc hội phải được quá nửa tổng số đại biểu Quốc hội biểu quyết tán thành; trường hợp làm Hiến pháp, sửa đổi Hiến pháp, quyết định rút ngắn hoặc kéo dài nhiệm kỳ của Quốc hội, bãi nhiệm đại biểu Quốc hội phải được ít nhất hai phần ba tổng số đại biểu Quốc hội biểu quyết tán thành.","Theo Điều 85 của Hiến pháp, trong trường hợp thông thường, luật và nghị quyết của Quốc hội phải được **quá nửa tổng số đại biểu Quốc hội** biểu quyết tán thành để được thông qua [Trang 21]. 

Tỷ lệ này thay đổi thành **ít nhất hai phần ba tổng số đại biểu Quốc hội** biểu quyết tán thành trong các trường hợp:
- Làm Hiến pháp, sửa đổi Hiến pháp [Trang 21].
- Quyết định rút ngắn hoặc kéo dài nhiệm kỳ của Quốc hội [Trang 21].
- Bãi nhiệm đại biểu Quốc hội [Trang 21].",False,full,"similarity=0.59, fact_overlap=1.00 (cao)"
test_05,longcontext,"Theo Điều 117 của Hiến pháp, Hội đồng bầu cử quốc gia có nhiệm vụ gì và cơ cấu thành phần gồm những ai?","Hội đồng bầu cử quốc gia là cơ quan do Quốc hội thành lập, có nhiệm vụ tổ chức bầu cử đại biểu Quốc hội; chỉ đạo và hướng dẫn công tác bầu cử đại biểu Hội đồng nhân dân các cấp. Hội đồng bầu cử quốc gia gồm Chủ tịch, các Phó Chủ tịch và các Ủy viên.","Theo Điều 117 của Hiến pháp, Hội đồng bầu cử quốc gia có nhiệm vụ tổ chức bầu cử đại biểu Quốc hội; chỉ đạo và hướng dẫn công tác bầu cử đại biểu Hội đồng nhân dân các cấp [Trang 30]. Cơ cấu thành phần của Hội đồng bầu cử quốc gia gồm Chủ tịch, các Phó Chủ tịch và các Ủy viên [Trang 30].",False,full,"similarity=0.80, fact_overlap=1.00 (cao)"
test_06,longcontext,"Hiến pháp quy định độ tuổi nghỉ hưu cụ thể của cán bộ, công chức là bao nhiêu?",KHÔNG CÓ THÔNG TIN TRONG TÀI LIỆU,Không tìm thấy thông tin trong tài liệu.,True,abstain,hệ thống từ chối
test_07,longcontext,Hiến pháp quy định mức học phí cụ thể (bằng VNĐ) mà Nhà nước hỗ trợ cho học sinh trung học là bao nhiêu?,KHÔNG CÓ THÔNG TIN TRONG TÀI LIỆU,Không tìm thấy thông tin trong tài liệu.,True,abstain,hệ thống từ chối
test_08,longcontext,Điều 88 quy định thời hạn cụ thể bao nhiêu ngày để Chủ tịch nước phải ký quyết định bổ nhiệm Phó Thủ tướng Chính phủ sau khi Quốc hội thông qua nghị quyết?,KHÔNG CÓ THÔNG TIN TRONG TÀI LIỆU,Không tìm thấy thông tin trong tài liệu.,True,abstain,hệ thống từ chối
test_09,longcontext,"Tính đến cuối năm 2014, hệ thống phân phối của Vinamilk tại thị trường Việt Nam có bao nhiêu nhà phân phối và bao nhiêu điểm bán lẻ?","Tính đến cuối năm 2014, đối tác phân phối của Vinamilk là 268 nhà phân phối (năm 2013: 266 nhà phân phối) và hơn 215.000 điểm bán lẻ (năm 2013: hơn 224.000 điểm bán lẻ).","Dựa trên tài liệu, tính đến cuối năm 2014, hệ thống phân phối của Vinamilk tại thị trường Việt Nam có **268** nhà phân phối và hơn **215.000** điểm bán lẻ [Trang 6].",False,full,"similarity=0.61, fact_overlap=0.50 (cao)"
test_10,longcontext,"Tính đến năm 2014, các đơn vị trực thuộc của Vinamilk gồm bao nhiêu chi nhánh, nhà máy, kho vận và phòng khám?","Các đơn vị trực thuộc của Vinamilk gồm 3 chi nhánh, 12 nhà máy đang hoạt động, 2 kho vận (tại Hà Nội và TP. Hồ Chí Minh) và 1 phòng khám đa khoa tại TP. Hồ Chí Minh.","Dựa vào tài liệu, các đơn vị trực thuộc của Vinamilk gồm [Trang 8]:
- 3 chi nhánh [Trang 8]
- 12 nhà máy [Trang 8]
- 2 kho vận [Trang 8]
- 1 phòng khám đa khoa [Trang 8]",False,full,"similarity=0.63, fact_overlap=1.00 (cao)"
test_11,longcontext,"Đến cuối năm 2014, Vinamilk có bao nhiêu công ty con và công ty liên kết?","Đến cuối năm 2014, Vinamilk có 6 công ty con và 2 công ty liên kết.","Dựa trên tài liệu, đến cuối năm 2014, Vinamilk có 6 công ty con và 2 công ty liên kết [Trang 9].",False,full,"similarity=0.82, fact_overlap=1.00 (cao)"
test_12,longcontext,"Tại Việt Nam, hệ thống sản xuất của Vinamilk năm 2014 đang duy trì với bao nhiêu nhà máy và bao nhiêu trang trại?","Tại Việt Nam, Vinamilk đang duy trì hệ thống sản xuất với 13 nhà máy và 5 trang trại.","Dựa trên tài liệu, tại Việt Nam, hệ thống sản xuất của Vinamilk năm 2014 đang duy trì với 13 nhà máy và 5 trang trại [Trang 20].",False,full,"similarity=0.59, fact_overlap=1.00 (cao)"
test_13,longcontext,"Theo báo cáo, tổng sản lượng sản xuất năm 2014 của Vinamilk là bao nhiêu tấn, và cường độ sử dụng điện bình quân trên mỗi tấn sản phẩm năm 2014 là bao nhiêu?","Tổng sản lượng năm 2014 là 843.557 tấn; cường độ sử dụng điện bình quân là 140,44 kwh/tấn sản phẩm.","Dựa trên tài liệu, tổng sản lượng sản xuất năm 2014 của Vinamilk là **843.557** tấn [Trang 51].

Cường độ sử dụng điện bình quân trên mỗi tấn sản phẩm năm 2014 là **140,44** kwh/tấn sản phẩm [Trang 51].",False,full,"similarity=0.67, fact_overlap=1.00 (cao)"
test_14,longcontext,"Số lao động bình quân của Vinamilk và các công ty con năm 2014 là bao nhiêu người, và tỷ lệ nhân viên được ký hợp đồng lao động là bao nhiêu phần trăm?","Số lao động bình quân năm 2014 là 5.738 người (tổng số lao động của Vinamilk năm 2014 là trên 5.500 người); tỷ lệ nhân viên được ký hợp đồng lao động đạt 100% trong cả 3 năm 2012, 2013, 2014.","Dựa trên tài liệu, số lao động bình quân của Vinamilk và các công ty con năm 2014 là 5.738 người, và tỷ lệ nhân viên được ký hợp đồng lao động là 100% [Trang 71, 73].",False,full,"similarity=0.60, fact_overlap=0.50 (cao)"
test_15,longcontext,"Doanh thu thuần của Vinamilk tính riêng theo từng quý (quý 1, 2, 3, 4) trong năm 2014 là bao nhiêu tỷ đồng mỗi quý?",KHÔNG CÓ THÔNG TIN TRONG TÀI LIỆU,Không tìm thấy thông tin trong tài liệu.,True,abstain,hệ thống từ chối
test_16,longcontext,Giá đóng cửa của cổ phiếu VNM (Vinamilk) trên sàn HOSE vào ngày 31/12/2014 là bao nhiêu đồng/cổ phiếu?,KHÔNG CÓ THÔNG TIN TRONG TÀI LIỆU,Không tìm thấy thông tin trong tài liệu.,True,abstain,hệ thống từ chối
test_17,longcontext,Vinamilk có kế hoạch xây dựng nhà máy chế biến sữa mới tại thị trường Mỹ vào năm nào?,KHÔNG CÓ THÔNG TIN TRONG TÀI LIỆU,Không tìm thấy thông tin trong tài liệu.,True,abstain,hệ thống từ chối
test_18,longcontext,"Đội Việt Nam Tuyên truyền Giải phóng quân được thành lập vào ngày nào, do ai chỉ huy, và có bao nhiêu người khi mới thành lập?","Đội Việt Nam Tuyên truyền Giải phóng quân được thành lập ngày 22/12/1944 tại Cao Bằng, do đồng chí Võ Nguyên Giáp chỉ huy; lúc thành lập đội chỉ có 34 người.","Dựa vào tài liệu, đội Việt Nam Tuyên truyền Giải phóng quân được thành lập vào ngày **22/12/1944** tại Cao Bằng, do đồng chí **Võ Nguyên Giáp** chỉ huy, và lúc mới thành lập có **34 người** [Trang 24].",False,full,"similarity=0.86, fact_overlap=1.00 (cao)"
test_19,longcontext,Thắng lợi của Cách mạng Tháng Tám năm 1945 đã lật đổ ách thống trị của thực dân Pháp kéo dài bao nhiêu năm và ách thống trị của phát xít Nhật kéo dài bao nhiêu năm?,Thắng lợi của Cách mạng Tháng Tám đã lật đổ ách thống trị trong 87 năm của thực dân Pháp và lật đổ ách thống trị của phát xít Nhật tồn tại trong 5 năm.,"Dựa vào tài liệu, thắng lợi của Cách mạng Tháng Tám năm 1945 đã lật đổ ách thống trị trong 87 năm của thực dân Pháp và lật đổ ách thống trị của phát xít Nhật tồn tại trong 5 năm [Trang 27].",False,full,"similarity=0.89, fact_overlap=1.00 (cao)"
test_20,longcontext,Hội nghị Trung ương 6 của Đảng (tháng 11/1939) đã chủ trương thành lập mặt trận nào và đặt vấn đề gì lên hàng đầu?,"Hội nghị chủ trương thành lập Mặt trận dân tộc thống nhất phản đế Đông Dương, và đặt vấn đề dân tộc giải phóng, lấy quyền lợi dân tộc làm tối cao, lên hàng đầu thay vì đặt nặng vấn đề cách mạng ruộng đất.","Dựa vào tài liệu, Hội nghị Trung ương 6 Ban Chấp hành Trung ương Đảng (tháng 11/1939) đã chủ trương:
- Thành lập **Mặt trận dân tộc thống nhất phản đế Đông Dương** [Trang 22].
- Đặt **quyền lợi dân tộc lên tối cao** [Trang 22] và đưa nhân dân bước vào thời kỳ trực tiếp vận động **giải phóng dân tộc** [Trang 22].",False,full,"similarity=0.44, fact_overlap=1.00 (cao)"
test_21,longcontext,"Hội nghị Giơnevơ về Đông Dương đã thông qua Bản Tuyên bố cuối cùng vào ngày nào, và văn kiện này có ý nghĩa pháp lý gì đối với Việt Nam?","Ngày 21-7-1954, Hội nghị đã thông qua Bản Tuyên bố cuối cùng về vấn đề lập lại hòa bình ở Đông Dương. Đây là văn bản pháp lý quốc tế đầu tiên công nhận các quyền dân tộc cơ bản của nhân dân Việt Nam, Lào và Campuchia là độc lập, chủ quyền, thống nhất và toàn vẹn lãnh thổ, đánh dấu kết thúc thắng lợi cuộc kháng chiến chống thực dân Pháp xâm lược.","Dựa trên tài liệu [Trang 41], nội dung trả lời cho câu hỏi của bạn là:

Hội nghị Giơnevơ về Đông Dương đã thông qua Bản Tuyên bố cuối cùng vào ngày 21-7-1954 [Trang 41]. 

Ý nghĩa pháp lý: Đây là văn bản pháp lý quốc tế đầu tiên công nhận các quyền dân tộc cơ bản của nhân dân Việt Nam, Lao và Campuchia (là độc lập, chủ quyền, thống nhất và toàn vẹn lãnh thổ); đánh dấu kết thúc thắng lợi cuộc kháng chiến chống thực dân Pháp xâm lược; mở ra một trang sử mới cho dân tộc Việt Nam và mở đường cho cuộc đấu tranh giành độc lập, thống nhất hoàn toàn cho nhân dân ba nước Đông Dương sau này [Trang 41].",False,full,"similarity=0.09, fact_overlap=0.67, cần verify chi tiết"
test_22,longcontext,"Đến tháng 7-1956, cải cách ruộng đất ở miền Bắc căn bản hoàn thành với kết quả cụ thể như thế nào về số người, số hộ nông dân và diện tích ruộng đất được chia?",Hơn 9 triệu người trong hơn 2 triệu hộ nông dân lao động được chia hơn 810.000 ha ruộng đất.,"Dựa vào tài liệu, đến tháng 7-1956, cải cách ruộng đất ở miền Bắc đã căn bản hoàn thành với kết quả cụ thể như sau: Hơn 9 triệu người trong hơn 2 triệu hộ nông dân lao động được chia hơn 810.000 ha ruộng đất [Trang 45].",False,full,"similarity=0.59, fact_overlap=1.00 (cao)"
test_23,longcontext,"Qua hai lần chống chiến tranh phá hoại của đế quốc Mỹ, quân dân miền Bắc đã bắn rơi bao nhiêu máy bay và bắn cháy bao nhiêu tàu chiến?","Quân dân miền Bắc đã bắn rơi 4.181 máy bay (trong đó có nhiều B.52), bắn cháy 271 tàu chiến, bắt hàng trăm giặc lái Mỹ.","Dựa vào tài liệu, qua hai lần chống chiến tranh phá hoại của đế quốc Mỹ, quân dân miền Bắc đã bắn rơi 4.181 máy bay và bắn cháy 271 tàu chiến [Trang 58].",False,full,"similarity=0.53, fact_overlap=0.67, cần verify chi tiết"
test_24,longcontext,Đại hội đại biểu toàn quốc lần thứ VI của Đảng (năm 1986) đề ra đường lối Đổi mới với những nội dung cụ thể nào?,KHÔNG CÓ THÔNG TIN TRONG TÀI LIỆU,Không tìm thấy thông tin trong tài liệu.,True,abstain,hệ thống từ chối
test_25,longcontext,Số lượng giặc lái Mỹ cụ thể bị quân dân miền Bắc bắt sống trong hai lần chống chiến tranh phá hoại là bao nhiêu người?,KHÔNG CÓ THÔNG TIN TRONG TÀI LIỆU,Không tìm thấy thông tin trong tài liệu.,True,abstain,hệ thống từ chối
test_26,longcontext,"Theo Điều 44 của Hiến pháp, công dân có nghĩa vụ gì với Tổ quốc và tội nào được xác định là tội nặng nhất?",Công dân có nghĩa vụ trung thành với Tổ quốc. Phản bội Tổ quốc là tội nặng nhất.,"Theo Điều 44 của Hiến pháp, công dân có nghĩa vụ trung thành với Tổ quốc, và phản bội Tổ quốc là tội nặng nhất [Trang 10].",False,full,"similarity=0.78, fact_overlap=1.00 (cao)"
test_27,longcontext,"Tài sản hợp pháp của cá nhân, tổ chức đầu tư, sản xuất, kinh doanh được pháp luật bảo hộ ra sao theo khoản 3 Điều 51 của Hiến pháp?","Tài sản hợp pháp của cá nhân, tổ chức đầu tư, sản xuất, kinh doanh được pháp luật bảo hộ và không bị quốc hữu hóa.","Theo khoản 3 Điều 51 của Hiến pháp, tài sản hợp pháp của cá nhân, tổ chức đầu tư, sản xuất, kinh doanh được pháp luật bảo hộ và không bị quốc hữu hóa [Trang 11].",False,full,"similarity=0.83, fact_overlap=1.00 (cao)"
